id,reward_rule_id,mcc_code,match_type
964fb609-2859-574c-be46-899663f546d1,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3038,eligible
9b20d651-bc08-5ac7-acf8-45efbb20f626,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3039,eligible
a808fe27-fd19-527c-b99e-fd33f3d0f829,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3040,eligible
0a7c5c8d-ed08-558f-bafa-4095db8b44e5,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3042,eligible
f77837e6-90ef-55dd-a658-8f0a407df1b9,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3043,eligible
fb231177-0580-598f-98b5-a26862a8b008,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3044,eligible
44456294-edbb-5b86-8555-965185bbc746,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3045,eligible
03418957-5700-5f4d-bddd-0230978731b5,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3046,eligible
d27e7ec6-1604-51f9-8978-adde70206670,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3047,eligible
dded682d-dd8a-5bfd-abd8-1eaa724aa943,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3048,eligible
035846e9-24ee-5376-98dd-d9321bae2298,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3049,eligible
779dff7f-d004-56a5-9a30-b19896b6bfeb,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3050,eligible
5521770d-b867-59e1-8a4c-c90cf065535c,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3053,eligible
37ac0e07-f69c-59be-8d69-c944c4343712,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3054,eligible
720d6be7-2ebd-5a93-ae18-f33f08adbe0a,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3055,eligible
f77e0eb1-b5f1-5987-a840-521245e8a014,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3056,eligible
d9fb6c86-2440-58b9-868e-f51e173705bf,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3057,eligible
ba03e2a1-23d8-5ae9-a25b-009b1c479e0a,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3058,eligible
86a7b484-8fc8-536d-83f8-6cd5e7e77dbd,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3059,eligible
429b7084-70b0-5313-9ac7-ec316da97642,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3061,eligible
85a24d82-d13a-5e03-87cb-ac130c9a4b1f,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3062,eligible
9b57416e-6b4c-5f72-ae80-53c17bac3a1b,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3063,eligible
2ebe3e0a-18c8-5a1c-bb5d-b887070f8699,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3064,eligible
9b381d33-3292-5e60-85d8-a1de84036915,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3065,eligible
d1192e54-1f0f-5b31-a57c-24b95e63f456,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3068,eligible
0df8450f-4e62-5634-bf0e-349f3ac786f0,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3071,eligible
ecd4e76d-ffeb-522e-a374-4341610a603f,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3076,eligible
d1db93ab-6753-5bb2-a95d-a78d54468e88,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3077,eligible
cc86c58a-60fa-5bc0-ab4b-b40ef2fbbddb,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3079,eligible
6aae5f63-2995-5ec3-a3f2-ed14cbfd20c1,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3081,eligible
ae441138-9c57-547c-876d-8f3b40f20bbc,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3083,eligible
2621d7c6-4391-5793-9e5f-bebc99cca169,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3084,eligible
35fa1755-1e16-52b8-bb87-fea4f4d77ef2,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3088,eligible
12eb7b15-5715-5df3-b30c-a19fae066f88,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3089,eligible
5900150d-463b-54fd-898e-581dab3c0545,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3090,eligible
5be0f3a7-985c-5fed-a080-d7d6b8624b31,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3094,eligible
4f53b736-ee1a-528e-aa0d-b16199702e18,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3096,eligible
f091dc00-000d-5102-bd02-0d2c83d5caac,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3097,eligible
84e1427c-a94a-525d-84a2-c538c976f1b4,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3099,eligible
2caf5eca-8c3f-5f73-986e-e167715919bc,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3100,eligible
a4d6d4b1-7f73-5c2f-a8a6-94a569b0a460,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3102,eligible
cf58faa5-32f5-546e-b960-da3939f7fca9,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3103,eligible
554b846f-cc7d-5d79-a8e7-37abf4fecf2c,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3106,eligible
7ae8fdb5-a52f-5e5c-a9ec-c0eb2d61350b,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3110,eligible
4951fa03-e49a-5f36-b602-c54503c06877,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3111,eligible
7720041a-cca7-5ae7-9227-5d8cfb5edf9b,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3112,eligible
2265e5a4-8c82-540f-ace0-972ccade9245,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3115,eligible
4a030fa6-9851-5679-abac-4518570a223a,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3117,eligible
08dace52-0258-5dd4-865c-40ca00b123fc,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3125,eligible
e41515f0-06f6-592b-89ec-d7b6456cac92,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3126,eligible
995c73c9-8801-5859-8dbb-c258b8ce3f65,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3127,eligible
f3a09bac-b226-588e-8ff8-f039be5a11db,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3129,eligible
5d97fff7-8299-52f1-b522-3022b7c23578,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3130,eligible
9dfe3eaa-e117-57f8-9c2e-3b3bdb55c215,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3135,eligible
04ccb1fb-81c0-5c96-aad4-3d7aa2700fa1,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3136,eligible
fc6507f8-498a-5bfd-b853-217163fd2381,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3137,eligible
6e3533af-099f-59a2-abcc-6e50c953d60a,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3144,eligible
455a6a0e-1e28-55c2-9a35-9fe94b788488,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3145,eligible
0dce1a24-1004-5d1d-a678-456fdeee88d5,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3146,eligible
0eb44a2a-c564-589f-ab48-35c0ae962bf8,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3148,eligible
c26d578d-2008-5348-b2c7-786f80006f05,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3151,eligible
ce0dc02c-896f-5c6c-905d-c3baed3bbee1,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3154,eligible
95704de2-fbbd-5290-a4f0-b5f1c6b28cb0,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3156,eligible
63194b36-c0a8-5398-a5f2-6d106f0b8e00,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3159,eligible
3e795fef-f98c-5c61-bbaf-2ce89c81fbbb,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3161,eligible
f5b1f6ec-ad4c-5e6c-811f-88f96df7e542,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3164,eligible
5ce2b2aa-3bd9-5ab0-b1e1-351b4a1dc4cf,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3165,eligible
742e0995-466d-589b-bb38-fb3f1a50e1c9,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3167,eligible
c56ba37b-1106-5694-bf11-577c03719143,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3170,eligible
8dcdd5ac-fb27-5b60-a9bc-d191e7719fa3,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3172,eligible
b9032d92-71c3-5402-9310-1f0e6dca408a,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3174,eligible
359bfef9-b70c-5441-91aa-ce4760de296b,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3175,eligible
81d57c5b-0721-5141-878a-3d02766422ff,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3177,eligible
7601263f-fee8-558d-87b4-dc803253f234,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3178,eligible
d0681b5d-520b-5ee8-908e-9d88dedb649a,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3181,eligible
617b0dfc-149e-575b-8151-19400c82a830,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3183,eligible
b02f9b90-df87-5a93-9ef5-56de69fbe35c,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3184,eligible
b217d911-77a0-53f9-bd92-892931e4c23a,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3185,eligible
762c79de-7d90-59b9-a1d3-ea32b0ad9dfb,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3186,eligible
665ce3d6-2905-58e1-a524-3473e70162c4,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3187,eligible
42484879-972d-5d0e-aa3d-d49597dd1a8d,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3188,eligible
fd673c5e-9ed9-5624-ab25-df8ccd647e02,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3190,eligible
f9a7d6c8-3d93-52ba-a8e0-8870faee37ad,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3196,eligible
966dc55d-cfbc-5488-91b8-417d045098d3,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3200,eligible
eb1bb9fa-3d4f-5f1f-915d-3d54318380e4,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3203,eligible
dc864ee7-0423-59f8-a62a-f3d06f245a4f,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3211,eligible
8820e0a5-6ca1-5914-b92b-52dd93b28204,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3212,eligible
f7b98d02-1da2-53f4-b642-010a08030369,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3213,eligible
6c4e5c23-0619-517c-ba99-51aa24f4d37c,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3215,eligible
9b122905-db15-5160-9275-40229b738480,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3217,eligible
bdae088c-7b5b-5af1-a3f3-a47bd90d341f,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3218,eligible
6e11b279-2526-539d-9e98-9ff6e46e936d,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3219,eligible
3108dd83-945a-50dd-a185-239b60e493be,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3220,eligible
8c7a5d95-6e3c-5bda-bd3d-c5d4c62bb6ad,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3222,eligible
e0541ca6-9650-5429-ac53-e435b29dd0ec,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3223,eligible
c5d80b20-26cd-55e7-bcb3-beb8284fac86,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3226,eligible
f12128e1-c6be-5238-a1cb-95ab81cbdda7,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3228,eligible
e594a48b-a741-56e0-be78-619fb1c0c9d9,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3231,eligible
bcd62ac0-44d5-5da8-b26a-d9574cb7af47,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3233,eligible
d41b79c6-8d2c-52b3-b6d7-7a228bbc97d7,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3235,eligible
abb93da6-a94c-5ae9-80ae-834cb3f58442,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3236,eligible
c1c006c4-7f88-5c89-842f-dd142ec89fa1,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3238,eligible
b237f4fb-0fb5-5063-bd72-d388d05c5091,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3240,eligible
aa02a250-a24d-5107-a930-0fbf4eea7ebd,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3241,eligible
6d072013-5513-5e8b-a90f-dfbaf46dbbd1,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3242,eligible
ec97386a-361e-5262-981d-3c8af8af24c4,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3243,eligible
7978b642-e37d-55a4-812c-0905e73db223,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3245,eligible
7f67d766-6db7-5d37-a788-dfcc138e629e,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3246,eligible
8ed4f274-1056-52e3-b5a5-4c22beb3765c,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3253,eligible
15207f98-9197-5218-8b40-edef538ba465,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3254,eligible
4c33bfe9-6e96-5a4c-8889-aa08678856d6,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3259,eligible
dde131fa-e7e9-53ec-937d-19cf72d7960f,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3261,eligible
dd469d0b-f461-5ba8-aabe-9a4c06504af2,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3262,eligible
e7683896-567c-5c19-879b-8996d21df292,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3263,eligible
491381dc-08cc-5110-92dc-a5d5f5d510ec,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3266,eligible
cb5ee4e5-d669-5fac-9475-72eb9312b31a,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3267,eligible
eeb99ad9-0202-53ce-a734-7b210bc97077,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3280,eligible
b4376b5f-b9b5-50f9-bc85-5683a5eda485,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3281,eligible
1a24597d-c4cd-5f84-bac6-251a8e1241ad,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3282,eligible
889d4d00-51d0-5e07-b08e-adf139ebf677,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3284,eligible
02e4c46c-50b6-5266-9f66-37cac850cbda,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3285,eligible
834e6cd7-2716-5bdf-a864-697686ceb64b,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3286,eligible
1697c788-a022-5d7c-b789-3e56bc0aaaa2,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3287,eligible
b9e9e50a-a487-561a-bca9-400e7170ce76,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3292,eligible
ca423077-4fb6-5473-813d-3e74254c4e5d,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3293,eligible
048c7d9b-ba68-5bfd-ac4f-2e67ff5958d6,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3295,eligible
1475d517-5d24-53d2-8a72-1661bb500af3,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3296,eligible
76252abc-782e-5643-ad01-255cde0cba07,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3298,eligible
3bc4fe9c-f1c6-51b6-b1b3-d217236977fe,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3299,eligible
ec60bf45-8719-521b-a6d1-3589ecde2982,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3351,eligible
ddd58afb-5bbe-5cb2-b7aa-5c2e46b6d14a,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3352,eligible
eced2fb0-8a46-53c8-8c8e-fb9eac847d45,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3353,eligible
16f55383-f9b0-57de-83cd-d9f1b421b581,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3354,eligible
e66f7154-f7cd-5946-b226-a2243f3e0367,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3355,eligible
f3d2c357-2d2e-5394-8dfa-0a9dccc1d824,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3357,eligible
42764756-22f5-5f09-b606-9ee321ac2afc,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3359,eligible
10113486-5c1e-5628-ab66-080b0ddaa974,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3360,eligible
87e85e2f-5adf-57e0-8da1-2e7e24e3f010,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3361,eligible
3672e6b5-e6cf-52ce-92c0-f7dfc2e41426,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3362,eligible
517dc943-c514-532b-99f9-0cadf821256e,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3364,eligible
633837a2-fb05-576a-bdd2-39baf6aa54f2,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3366,eligible
476bc134-0f4a-526c-bd72-65c6ce4c980a,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3368,eligible
8f16e81d-1285-59f5-bebe-54717c850baa,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3370,eligible
9fb405ec-9b0a-5ec2-9537-c37705ea9d0d,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3374,eligible
18b00bba-146a-5ee4-be50-f79fd0367061,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3376,eligible
cdc89a11-ae4e-55ea-ad2e-8819105a3e74,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3380,eligible
564e80cf-6945-503e-b46a-356191272da9,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3381,eligible
c3480174-03e7-5156-be66-67c632c6e740,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3385,eligible
6decf3a0-8313-5b6b-9f4b-f457835438be,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3386,eligible
996ee48a-1144-51a1-a33b-c647ddf921d3,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3387,eligible
d9900440-ebd8-56bd-9d1f-398e40a0ba53,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3388,eligible
60281e1a-69a5-59a7-9fc1-4e17e84b9251,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3389,eligible
a85d45df-c7c5-5f18-ac80-76c10d59684a,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3390,eligible
b797350f-e007-559b-9c89-9e0ee8c83bc7,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3391,eligible
6df9d4ff-9311-5ed1-b41e-8fdd15c596f5,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3393,eligible
fdbd6d5b-1275-50f4-8d41-aa7e2e7179d8,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3394,eligible
4a39b0c6-dafc-56bb-aa18-de93b187165e,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3395,eligible
92902070-f4ba-5c2d-b2c5-09fd0547cb73,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3396,eligible
4b5ef4c9-2612-5f5c-8124-f504bbcb0de1,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3398,eligible
0c181d3c-e4a6-5522-bb8d-dca19dcda4f9,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3400,eligible
320d81f5-d101-5ca7-8637-e3022e2b6581,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3405,eligible
284d1de1-2b4c-5a77-927d-3f4bf524c91a,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3409,eligible
9a2158fb-7412-5781-b2c6-c62cf9c7676d,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3412,eligible
9ff6517c-9024-50cd-a9dc-e74d65b22275,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3414,eligible
76e31563-1a10-56fa-9216-31ac5f5e4d3d,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3420,eligible
f20853f7-51b0-5d59-be55-77388fcc3b4b,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3421,eligible
bdb1d0fc-aadd-5b74-bdc9-c6608c51e689,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3423,eligible
83bf9e99-ac06-5177-8309-81a747d80cae,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3425,eligible
02dd65c1-9dd7-59f5-ab03-5b49624ba650,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3427,eligible
3517fae9-07be-5500-92a0-4587fd3bd6c4,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3428,eligible
3ade4cd2-1f0e-5d17-83d8-e387344ba596,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3429,eligible
ee543420-7af2-5635-92dd-645f180f7c02,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3430,eligible
dd61dd32-e07f-5154-a1c6-f6649f6b6c8f,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3431,eligible
86a4cbb0-c8dd-5fcb-9a45-e8dd13c70c1f,fe8870ae-b445-59fa-92e0-00c17fc9bb0e,3432,eligible
