id,user_id,credit_card_id,nickname,billing_cycle_day,is_default,has_annual_fee,created_at
c44c3635-7f71-5e28-a442-24e5c4267c19,5d8a9e5f-c707-5060-8b1f-5e5084749f27,b4cbc629-3a1e-58c0-98a3-6abf1e95f100,Vietcombank,15,true,true,2026-01-09T14:29:07+00:00
4420e8fb-4e2e-5fa3-8b0d-b3bc39e73f20,6f8d09cb-f17f-5044-b114-f01228887d39,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,19,true,true,2024-06-22T14:29:07+00:00
3d9ccc84-c69c-5ace-90e0-0a1a808499f3,143e610f-b68b-54bb-adf3-055f7e166616,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,20,true,true,2025-01-23T14:29:07+00:00
2539997d-059a-5f38-92c7-06aa7775a4cb,b11702bd-2478-5150-985a-26e89b42f704,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,27,true,true,2026-04-01T14:29:07+00:00
ffdbace9-7068-57af-8363-23d190bdbdd5,5b4498e2-bbd2-5a19-b2fb-34c10c92cf7e,b4cbc629-3a1e-58c0-98a3-6abf1e95f100,Vietcombank,28,true,true,2026-02-28T14:29:07+00:00
f0cd0031-315c-5675-88dd-633aaab66d15,df8a4a1b-98b7-5a92-b82c-fe514bf20459,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,8,true,true,2025-02-05T14:29:07+00:00
4e32f51a-3b67-57dc-95de-b3d466f3c315,aabef2d4-71eb-53af-b6fc-0d27e6ecc277,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,4,true,true,2024-11-19T14:29:07+00:00
1fe97a08-0224-583e-8b64-cf346e6949c0,aabef2d4-71eb-53af-b6fc-0d27e6ecc277,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,15,false,true,2024-03-06T14:29:07+00:00
e2238ae8-b61e-5fce-bba0-37ce6676e6e3,aabef2d4-71eb-53af-b6fc-0d27e6ecc277,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,6,false,true,2024-06-19T14:29:07+00:00
522b9cdd-ec07-5002-9643-072a0fc2a92c,dd1dff26-c7ce-5b21-9230-b389aeb98709,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,22,true,true,2025-04-28T14:29:07+00:00
c31bd52b-78bc-5c1c-9021-204df9068a28,a5ab6c17-1303-502c-aac4-b51d7b2887dd,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,24,true,true,2024-09-05T14:29:07+00:00
4a4eb2de-7696-599e-904f-9f4b620d5890,fd070e4b-8595-5fb8-b5d5-aa0cf56f54cc,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,13,true,true,2025-11-16T14:29:07+00:00
64e0a617-3c29-53e0-9537-11bdbdc292b3,60344484-1a4a-50b6-bade-492c789cc440,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,4,true,true,2024-02-15T14:29:07+00:00
e4f432bf-3888-548f-8884-982992ed1dbc,6dd4a0cf-d851-567e-b788-221a650244de,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,25,true,true,2024-05-19T14:29:07+00:00
b9a10f52-d222-5ab3-94a7-a1885482c8f8,6dd4a0cf-d851-567e-b788-221a650244de,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,10,false,true,2025-03-15T14:29:07+00:00
80a40ad2-4b90-567c-a9f6-42d791ef059b,6dd4a0cf-d851-567e-b788-221a650244de,47c48a26-9bd6-5df1-b0d8-fd3880320c88,MB,5,false,true,2024-01-28T14:29:07+00:00
d26c84e2-5c14-59b2-9549-186d0d65a5d9,db393ac6-c8ea-53e1-8d31-f2e62b0fa71e,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,28,true,true,2025-10-12T14:29:07+00:00
f1bc8f54-f343-5b6a-9636-5213f42fb6a1,bbb8f66b-99b9-5fbf-8173-f41291a213a3,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,20,true,true,2025-06-29T14:29:07+00:00
dc5fe67d-d1eb-5520-ab08-803b7c21116b,bbb8f66b-99b9-5fbf-8173-f41291a213a3,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,9,false,true,2025-07-06T14:29:07+00:00
579cbbbc-d30e-5411-b797-0d3b8ff7a75a,c1dda1a6-f2d5-5cf6-b913-8c9539366cc7,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,5,true,true,2025-03-01T14:29:07+00:00
b2a6e6ed-dd3f-537c-a33d-482054e9401d,86d00bd4-957e-5024-b695-21320f7c1b0e,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,7,true,true,2025-05-05T14:29:07+00:00
b3f1cc8a-9c1e-5ec2-b5f8-f39f34c5f840,0095efbd-4a14-505f-bd63-7285bd77f09b,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,8,true,true,2024-12-07T14:29:07+00:00
a41bd3e3-239f-5425-a6ae-016e08b98c76,0095efbd-4a14-505f-bd63-7285bd77f09b,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,9,false,true,2025-11-30T14:29:07+00:00
8d1b0d02-03b1-56f7-91d5-8134e713b096,f04a44fd-28cb-58cd-9af6-cd9638165339,47c48a26-9bd6-5df1-b0d8-fd3880320c88,MB,16,true,true,2026-05-25T14:29:07+00:00
d181c286-8d90-57f5-bca3-ade17c486a56,f04a44fd-28cb-58cd-9af6-cd9638165339,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,22,false,true,2025-07-25T14:29:07+00:00
db02f685-475d-5011-9dec-280b229ab747,f04a44fd-28cb-58cd-9af6-cd9638165339,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,15,false,true,2025-10-26T14:29:07+00:00
7a1bdba8-dad5-5e58-9918-f22d9b5c5630,254c5dac-f174-580d-bba0-4ad785f6e77d,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,7,true,true,2025-07-23T14:29:07+00:00
6ed95e71-24c5-5469-91a0-77173dc24175,a47442b9-36da-50c3-88bd-d213d9557ffe,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,23,true,true,2025-01-01T14:29:07+00:00
f9b9f51c-e27a-58b3-b508-a5803637bdb0,d55901cf-60ac-5cee-9fb3-d6c57a12123d,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,23,true,true,2024-12-12T14:29:07+00:00
ec26579d-460f-589f-ad45-ce2f6d01cf9d,068e4021-6ad1-5de5-a398-72df1fb0a5d7,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,22,true,true,2026-03-12T14:29:07+00:00
1a7cc471-bb35-5e2f-928c-2fdc7d409ce4,068e4021-6ad1-5de5-a398-72df1fb0a5d7,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,16,false,true,2024-04-08T14:29:07+00:00
9272154e-f1f4-5137-917b-bb91b29cce1f,8a108085-f305-590a-8aab-028595be3a28,47c48a26-9bd6-5df1-b0d8-fd3880320c88,MB,13,true,true,2024-08-01T14:29:07+00:00
c6644eaa-7ff3-5eda-9c4e-6980c1377695,99038b2a-0238-5bb1-bf49-e66980c03a96,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,15,true,true,2025-09-20T14:29:07+00:00
76b17398-d8ac-529a-9731-6dd895d63b64,b091091a-16e9-581f-b855-c1045965b0b8,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,20,true,true,2025-10-02T14:29:07+00:00
318b3b28-3f31-52fd-ba07-a3b16712d5e1,b091091a-16e9-581f-b855-c1045965b0b8,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,10,false,true,2025-01-18T14:29:07+00:00
dcd7ea1b-2137-58da-aa5d-44b07004be49,5a85179f-da89-5481-bcd0-b5da40946eca,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,1,true,true,2025-05-08T14:29:07+00:00
18776ca7-3541-52ed-bc7d-b100c58dd41e,5a85179f-da89-5481-bcd0-b5da40946eca,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,16,false,true,2025-03-12T14:29:07+00:00
921ac9dc-625d-5a94-b6c2-098a67789e31,a6acf0d1-b25d-5bc7-bf77-2088320d4f7d,b4cbc629-3a1e-58c0-98a3-6abf1e95f100,Vietcombank,24,true,true,2024-09-15T14:29:07+00:00
4b9f270d-9120-5d9f-92d5-6240d5b5c4d7,5017be68-749e-56d4-98ad-f544cc9ed229,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,23,true,true,2025-05-23T14:29:07+00:00
f4761889-b8bd-5e5e-91b5-06390d2c63ff,cbb2e933-87e9-5a20-b9f9-a70f9f9e2edd,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,10,true,true,2026-03-20T14:29:07+00:00
13014991-33f5-549b-be54-eadc25c824f2,cbb2e933-87e9-5a20-b9f9-a70f9f9e2edd,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,10,false,true,2025-01-28T14:29:07+00:00
4acf2573-565d-54f6-a2ff-eda365d1c866,cbb2e933-87e9-5a20-b9f9-a70f9f9e2edd,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,19,false,true,2025-04-15T14:29:07+00:00
9906e6ce-199a-5b87-ba3f-43cf204c830c,318bedde-34c1-5469-bdaa-557719676a4b,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,16,true,true,2025-08-21T14:29:07+00:00
6e2f021f-f536-5277-9478-74924507ca82,0c531c56-9b59-5ebf-b86d-cf33be3f95c8,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,2,true,true,2026-05-18T14:29:07+00:00
894f36c0-a848-5d91-b87f-88b907879708,0c531c56-9b59-5ebf-b86d-cf33be3f95c8,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,21,false,true,2025-05-06T14:29:07+00:00
e7b7c6a8-cd6e-5b7a-a1d9-9f0771c4f8ac,d56ea553-7df9-5510-80a7-b2f1ff7c4ba9,b4cbc629-3a1e-58c0-98a3-6abf1e95f100,Vietcombank,12,true,true,2024-06-25T14:29:07+00:00
ce4b0091-74cc-590a-98c1-ebba24e42dad,589c2908-30bd-5491-8d5a-60f6e8e09c6e,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,19,true,true,2024-11-16T14:29:07+00:00
9a7acc16-256d-56eb-bb42-ddaae2933dd6,589c2908-30bd-5491-8d5a-60f6e8e09c6e,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,27,false,true,2024-05-30T14:29:07+00:00
475f4d4a-0195-5044-b1ca-ff71b27fc213,e7f4c50c-8ba9-552f-b34f-b7ebfbf2a904,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,27,true,true,2025-08-23T14:29:07+00:00
83e23d1f-eb4b-5239-8f1d-8c597f4235ed,e61d08a4-fb2f-5a83-a50e-0bfc4070c588,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,6,true,true,2025-04-24T14:29:07+00:00
21e09288-8431-5435-808b-c563c8c4abfa,efc5136d-efff-5a9c-a4a7-cd50f7a89055,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,13,true,true,2025-04-30T14:29:07+00:00
56ccb3c5-dc8e-52f8-98f1-c617500ffe79,d425e11e-dab4-540f-84f3-840368a6a776,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,2,true,true,2024-02-05T14:29:07+00:00
77b6129f-6719-5fe9-9cf4-aeab8022350b,d425e11e-dab4-540f-84f3-840368a6a776,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,2,false,true,2024-07-23T14:29:07+00:00
96db844d-2940-5a4d-8643-caba46cd961a,d425e11e-dab4-540f-84f3-840368a6a776,47c48a26-9bd6-5df1-b0d8-fd3880320c88,MB,3,false,true,2025-10-26T14:29:07+00:00
7d806797-9c78-546b-b63c-8aa5c6873163,223fb46b-ec51-5d83-8792-9d04e9298e5e,47c48a26-9bd6-5df1-b0d8-fd3880320c88,MB,14,true,true,2024-03-07T14:29:07+00:00
738127e2-3f3e-513d-908e-b70e8fd619ed,551e3487-6081-59e9-b039-ed404da531d9,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,27,true,true,2024-02-13T14:29:07+00:00
c2294c73-b395-56d7-8e49-607c90fd1fe8,d29c6fae-0a17-59ee-8100-ce3538f172f2,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,14,true,true,2025-12-06T14:29:07+00:00
ad8b416a-a159-5557-81cc-953911e60cde,0353ad35-2f77-55e3-9b1c-e089e5a08eb7,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,23,true,true,2025-12-28T14:29:07+00:00
b966a9a8-9d45-5c38-b3ae-fae3fb4add0b,bf23d72e-29ee-5fff-8286-d66d300f8184,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,9,true,true,2026-01-13T14:29:07+00:00
ea6c95d1-b5a1-5f47-8c34-4c0839dba0db,bb325ed5-682e-5d8e-b93b-ee0b0c18c589,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,13,true,true,2026-04-25T14:29:07+00:00
77487daf-0a78-5e3d-bb23-2bf4a4340b7c,3f53df04-27a1-55fd-881e-11cc97616cc3,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,20,true,true,2026-01-15T14:29:07+00:00
855efa24-cca5-5d3b-be14-b208e9f2c47c,e702bf1f-ba6e-5d09-b3c2-593dea8d2267,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,23,true,true,2024-12-01T14:29:07+00:00
71c98c9c-e94b-581f-a145-9a09cc6f0f9e,e702bf1f-ba6e-5d09-b3c2-593dea8d2267,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,23,false,true,2025-04-24T14:29:07+00:00
7be75d18-0905-5ce9-94b3-eb45aec455eb,42461f9d-c5d7-5e59-9d21-901a829b4221,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,4,true,true,2025-02-01T14:29:07+00:00
4244ab03-1780-5c4d-91e6-81aad9349558,42461f9d-c5d7-5e59-9d21-901a829b4221,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,20,false,true,2025-03-30T14:29:07+00:00
aab01a7e-69cb-513b-b479-de2e00967ae1,42461f9d-c5d7-5e59-9d21-901a829b4221,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,22,false,true,2025-07-11T14:29:07+00:00
cccde746-5037-58b4-95b4-5fc9c418ccde,b27234eb-9bf4-55e9-9727-be152f2940f0,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,23,true,true,2024-05-26T14:29:07+00:00
2ec208b4-eb86-59b8-b23a-f39da154f838,b27234eb-9bf4-55e9-9727-be152f2940f0,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,16,false,true,2025-06-28T14:29:07+00:00
3f124a05-0dcf-5db3-b83f-645386969427,3cca0d28-b295-5d74-bbae-7f769ac940a4,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,9,true,true,2025-02-09T14:29:07+00:00
6af71825-69ce-555b-8f8e-daa424eb8cef,3cca0d28-b295-5d74-bbae-7f769ac940a4,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,24,false,true,2024-04-16T14:29:07+00:00
f95623ec-18c4-5c5f-a9bf-acea9dad7b7f,f3f33c0b-820a-578b-86ae-f94a8a15289f,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,10,true,true,2024-05-05T14:29:07+00:00
abadaef3-3abf-5683-9055-54684135ebf4,f3f33c0b-820a-578b-86ae-f94a8a15289f,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,21,false,true,2025-01-03T14:29:07+00:00
b099340e-786e-54da-ad86-0c81f5c92fca,f3f33c0b-820a-578b-86ae-f94a8a15289f,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,28,false,true,2025-04-18T14:29:07+00:00
9c28f4f0-4751-56fd-83cc-fec52a55417e,b9747e62-4966-5412-97a0-4e66c5be93fa,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,26,true,true,2025-12-27T14:29:07+00:00
1000c474-aff4-5d92-8662-7485ce141761,b9747e62-4966-5412-97a0-4e66c5be93fa,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,10,false,true,2025-01-05T14:29:07+00:00
48ec7a1a-ed7f-5b1c-b1c0-bd58a636279e,75cd19b5-2f14-5c3f-aac2-3d0782fcfa1e,47c48a26-9bd6-5df1-b0d8-fd3880320c88,MB,1,true,true,2026-02-02T14:29:07+00:00
2771ceec-4cb8-598e-b9e8-c87275559666,e91e5949-b302-58fe-8ae8-eba6e4a7cfac,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,3,true,true,2024-05-02T14:29:07+00:00
d18b56f9-3276-56c8-8af6-d273729f3f84,920a969c-9baf-5287-9772-383b06849679,b4cbc629-3a1e-58c0-98a3-6abf1e95f100,Vietcombank,22,true,true,2024-07-07T14:29:07+00:00
cc7efb8a-65b0-5ead-9f63-1f389dd185c7,2dc3ead5-ec7d-5cc1-ba8e-fdb9f38032a3,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,21,true,true,2023-12-31T14:29:07+00:00
707d8f76-14e6-5a37-b747-d9da995211c9,2dc3ead5-ec7d-5cc1-ba8e-fdb9f38032a3,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,26,false,true,2024-09-02T14:29:07+00:00
0c9bdf61-6ee7-5d7f-9841-c9c448a34f25,8ccf6fce-ef50-59a1-aa34-d5f0172ee7c0,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,4,true,true,2025-08-17T14:29:07+00:00
0b70053c-f149-58d9-a449-01c9f124a894,8ccf6fce-ef50-59a1-aa34-d5f0172ee7c0,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,28,false,true,2026-03-20T14:29:07+00:00
a16f3f4a-2fe3-5765-9002-97bdefe38700,8ccf6fce-ef50-59a1-aa34-d5f0172ee7c0,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,25,false,true,2025-10-29T14:29:07+00:00
54f92437-b603-5ec8-af29-4e684ef7469d,5ad6a331-5939-5a8a-aa20-4f9a745656f1,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,3,true,true,2024-03-02T14:29:07+00:00
9efb95f3-3a4b-5408-9a8e-3abf984decd2,5ad6a331-5939-5a8a-aa20-4f9a745656f1,b4cbc629-3a1e-58c0-98a3-6abf1e95f100,Vietcombank,8,false,true,2024-12-14T14:29:07+00:00
bb182bfd-9cba-5ef8-897b-8f9df67704ad,e1cb3bd5-459a-5f72-9192-35b16f33e859,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,18,true,true,2024-10-06T14:29:07+00:00
60557ed3-50f7-51c4-adc8-f25d5ba470cc,25d89539-e6e2-5bcd-9c69-8e6b2e8c8bca,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,11,true,true,2024-05-06T14:29:07+00:00
