id,branch,brand,mcc_code,created_at
76ed87ee-e211-5c8c-96d1-1710b8dd2ac8,Viettel Telecom Online,Viettel Telecom,4899,2025-12-19T14:29:07+00:00
1534993d-07de-5214-8395-b533929c1342,Vincom Retail Nha Trang Center,Vincom Retail,5997,2024-08-25T14:29:07+00:00
b98b39c0-9976-5bf1-80ba-e09d45d21060,Co.opmart Tan Binh,Co.opmart,5300,2025-12-09T14:29:07+00:00
dbd071ce-2196-54e1-a502-00fa65741e3e,Watsons Nha Trang Center,Watsons,5977,2023-07-17T14:29:07+00:00
f8ae192e-01f8-50f8-9ded-bfc91cc4fc13,Medlatec Aeon Mall,Medlatec,8043,2024-08-25T14:29:07+00:00
3703f535-4e80-56e2-97bf-4de1d3c22098,Medlatec District 3,Medlatec,7280,2022-07-13T14:29:07+00:00
15736f7c-173b-5f0b-962b-00fcca06ee5f,H&M Cau Giay,H&M,7534,2021-12-10T14:29:07+00:00
9e1002ee-1779-5834-b9df-04369289ce1f,VinWonders Da Nang Center,VinWonders,7941,2022-03-05T14:29:07+00:00
fdb65d2b-9064-5e5c-9283-45d1da72f4a1,CGV Cinemas Binh Thanh,CGV Cinemas,7801,2021-01-22T14:29:07+00:00
afcc11e3-a380-59f9-99bd-094d6faa9a77,Uniqlo Da Nang Center,Uniqlo,5311,2023-02-12T14:29:07+00:00
9ad63ab5-3fbe-552f-aee9-838d001e43c9,CGV Cinemas Tan Binh,CGV Cinemas,7941,2020-12-23T14:29:07+00:00
cb7f253c-cc4c-56c2-a43d-54520a9daac4,Nguyen Kim Tan Binh,Nguyen Kim,5311,2021-08-30T14:29:07+00:00
531591f6-ab92-53e2-8279-f4b8d6cbad43,The Face Shop Can Tho,The Face Shop,5977,2022-01-26T14:29:07+00:00
7b9fa3ae-aee4-5508-a50e-cff55ce02229,Bamboo Airways District 1,Bamboo Airways,3582,2021-08-16T14:29:07+00:00
816e422c-1fc5-512e-baf9-d5a93bed711f,Sendo MoMo,Sendo,5946,2023-07-02T14:29:07+00:00
b1aceab6-002a-54b6-bc30-fb517a6e30ae,H&M Thu Duc,H&M,5719,2025-08-04T14:29:07+00:00
4773222d-65bd-53f3-8c3e-ac93bbc6bdf0,The Face Shop Can Tho,The Face Shop,5977,2023-09-09T14:29:07+00:00
4b301ff0-c8c9-561b-b557-02e82779fb3d,Guardian Nha Trang Center,Guardian,5977,2022-12-19T14:29:07+00:00
0c45868f-de06-5fa9-91b6-53530d3f4257,Petrolimex District 7,Petrolimex,4111,2021-11-29T14:29:07+00:00
cfc68ffc-6f91-5254-af41-ffab34b438fc,EVN VNPay,EVN,4814,2024-11-14T14:29:07+00:00
46ec56be-3ac7-5890-a573-7a342dfd9d50,WinMart Aeon Mall,WinMart,5300,2023-01-20T14:29:07+00:00
0d03ad6c-8e05-543e-8778-c26f572070c3,GrabFood Online,GrabFood,7841,2021-04-22T14:29:07+00:00
fbeaedff-9259-5381-94dc-55699d8eaff5,Seoul Spa Vincom,Seoul Spa,7298,2021-08-10T14:29:07+00:00
7d62ae0a-5daf-590a-9bd6-1d028327cfa2,Saigontourist Cau Giay,Saigontourist,3143,2023-09-05T14:29:07+00:00
861a07da-ddc2-5457-ba90-4b7c8920c551,Bamboo Airways Aeon Mall,Bamboo Airways,3764,2025-01-28T14:29:07+00:00
c537bfe1-d958-51ff-aa3c-11c214c32cc2,FAHASA Cau Giay,FAHASA,5942,2021-08-28T14:29:07+00:00
78dafe5d-fcfc-564a-b801-bf7d35aded42,VinWonders District 7,VinWonders,7997,2024-01-12T14:29:07+00:00
40a16475-ce19-55ad-93ca-170a3f1c7c09,Seoul Spa Can Tho,Seoul Spa,5977,2025-06-07T14:29:07+00:00
5c48dcae-a404-5c0f-8cef-a7ed84f402c2,Petrolimex Can Tho,Petrolimex,4131,2023-04-14T14:29:07+00:00
43ad8123-e302-5462-94fc-315ab521cfbf,WinMart Tan Binh,WinMart,5499,2022-02-06T14:29:07+00:00
95372c2b-ac8a-5d4e-9a0b-b6746bc7e88f,Long Chau District 1,Long Chau,8049,2022-10-19T14:29:07+00:00
f44c0ceb-4d69-5671-add3-98d58a971510,Sendo Payoo,Sendo,5137,2023-02-25T14:29:07+00:00
c6a74f74-6dc8-5166-bf37-b93fcd8ed058,Seoul Spa Binh Thanh,Seoul Spa,5977,2024-06-21T14:29:07+00:00
d8b3c2ae-6006-5384-9002-cb359cdd8a41,Tiki Website,Tiki,5941,2026-04-25T14:29:07+00:00
0db1a9b3-90ca-5644-9564-19a31b6ae22f,GrabFood Website,GrabFood,5719,2025-04-08T14:29:07+00:00
1b41f77a-e7f3-55a5-a122-335e12b87e18,The Gioi Di Dong App,The Gioi Di Dong,5815,2024-09-28T14:29:07+00:00
c1e900d0-cec2-53f6-842c-4a6606cc579a,Spotify MoMo,Spotify,5816,2024-10-29T14:29:07+00:00
9efc4a14-4940-5c43-badb-dc340ee5beaa,Nha Khoa Kim Lotte Mall,Nha Khoa Kim,8041,2025-09-24T14:29:07+00:00
eaadb5dc-62db-51cd-909d-cfc1c9203ebb,Vinasun Taxi Airport,Vinasun Taxi,3027,2023-04-08T14:29:07+00:00
953db8dd-8255-5c2e-b296-d34b2a9fb452,MobiFone Website,MobiFone,4900,2022-07-18T14:29:07+00:00
8dd2b424-51e5-57e3-926c-77a42f0bdaa5,Saigontourist Cau Giay,Saigontourist,3132,2024-05-29T14:29:07+00:00
a003a682-060c-5b03-9708-a0d7a2ef7aae,Lotte Cinema Lotte Mall,Lotte Cinema,7996,2026-02-04T14:29:07+00:00
bca37d43-3946-557b-90d9-7f209007c693,FAHASA District 7,FAHASA,8241,2024-10-15T14:29:07+00:00
5f2ab5f0-3438-55fd-ae61-99c37ba0ed61,Medlatec District 7,Medlatec,5047,2025-03-22T14:29:07+00:00
aeea3fbb-6c31-5a9b-bbb3-ff7908a23821,PNJ Hoan Kiem,PNJ,5651,2022-08-01T14:29:07+00:00
f8f232c7-1a42-5856-9ad2-b6bd46cc1123,The Coffee House District 7,The Coffee House,5814,2022-08-19T14:29:07+00:00
22ee58bf-b9bf-50a3-92e6-9cce5d169a2b,California Fitness District 7,California Fitness,7993,2021-03-19T14:29:07+00:00
1436b476-d79c-5fd2-a74f-e7d8d8184f8e,Vietnam Airlines Binh Thanh,Vietnam Airlines,3781,2022-10-07T14:29:07+00:00
f1143937-741c-5253-a3c0-3003497c29b4,Com Tam Cali Lotte Mall,Com Tam Cali,5814,2021-09-12T14:29:07+00:00
592c6cbf-dbd7-5074-8b8f-fa68b6bfe287,MobiFone VNPay,MobiFone,4812,2023-07-09T14:29:07+00:00
9a5832a5-9e82-5257-949e-335e4564760b,FPT Shop VNPay,FPT Shop,4816,2023-11-11T14:29:07+00:00
921220bd-d164-58e1-bb14-004c5e376f75,Hasaki Nha Trang Center,Hasaki,5977,2026-03-31T14:29:07+00:00
fc8e0bf2-8e7a-5f56-a0fe-04683e65ef32,Seoul Spa Hai Ba Trung,Seoul Spa,7298,2023-06-11T14:29:07+00:00
70b8907e-448f-5603-bd09-fcb5a803dae1,Watsons Da Nang Center,Watsons,7230,2023-07-05T14:29:07+00:00
50e3aac5-8792-5958-b14f-c125b9ef3203,GO! Market Can Tho,GO! Market,5499,2021-01-03T14:29:07+00:00
86899d36-796d-5414-b2a2-db46869abac1,Vincom Retail Da Nang Center,Vincom Retail,5735,2021-05-15T14:29:07+00:00
7d8719d0-15f7-5756-b77a-d2a676fc8e26,Guardian Tan Binh,Guardian,7230,2024-02-08T14:29:07+00:00
25c85040-b8b1-53fe-9a05-201c2378c8a5,Be District 7,Be,3221,2024-02-28T14:29:07+00:00
5b1ceb2e-50f2-5a33-bf9a-90ca7fd93f92,GrabFood App,GrabFood,5965,2021-03-15T14:29:07+00:00
9fd48823-4c02-5b20-b360-846d359e8e22,Watsons Cau Giay,Watsons,7230,2021-02-08T14:29:07+00:00
044a1cc6-130b-5346-ba68-d0f0b16f2b08,Guardian District 1,Guardian,5977,2024-04-21T14:29:07+00:00
11791489-3732-5a63-a75e-b3f53f108d26,Pharmacity Cau Giay,Pharmacity,8062,2025-09-14T14:29:07+00:00
2cf0b77f-22d9-504c-b673-9001ec71d86d,Pharmacity Airport,Pharmacity,8021,2021-08-30T14:29:07+00:00
075f53e3-3292-5931-a702-c3e5da786b8c,EVN App,EVN,4899,2025-02-14T14:29:07+00:00
82feddeb-3eaa-50e1-8f25-ba637052b6a9,Uniqlo Hai Ba Trung,Uniqlo,5970,2022-06-17T14:29:07+00:00
179d217d-b4cf-59a0-9097-0c67f0528879,Com Tam Cali Vincom,Com Tam Cali,5814,2026-03-17T14:29:07+00:00
e828d00d-c46c-5aa5-b547-8a1183304a8e,Long Chau Lotte Mall,Long Chau,7280,2022-02-03T14:29:07+00:00
a7a81145-01fd-59a5-ab8c-e52ed4ca5e0a,CGV Cinemas Hoan Kiem,CGV Cinemas,7922,2023-06-03T14:29:07+00:00
31b042ac-641e-5fb7-924a-366cc98e4dd5,Lazada Payoo,Lazada,5311,2023-02-20T14:29:07+00:00
0001d42c-88be-50c5-aa58-7cd916ef7640,Guardian District 7,Guardian,7298,2022-09-10T14:29:07+00:00
794a6407-76eb-5f60-8f87-118d28858fd9,ILA Vietnam Thu Duc,ILA Vietnam,8249,2023-05-26T14:29:07+00:00
7786c957-4446-5b54-815d-b47f6c899992,Nguyen Kim Can Tho,Nguyen Kim,5137,2021-11-07T14:29:07+00:00
3e44e2fb-b5a2-5cdd-89fe-86d71b7346b1,VinWonders Tan Binh,VinWonders,7996,2023-12-16T14:29:07+00:00
cd7f7ee7-f199-5b6e-883e-902b81809f15,WinMart Hai Ba Trung,WinMart,5300,2022-09-14T14:29:07+00:00
52d50f2f-7bb0-538e-9a5c-1d9468fee56c,FAHASA Lotte Mall,FAHASA,8299,2024-03-09T14:29:07+00:00
55fee671-41c7-52f5-872a-963f85d30c3b,PNJ Hoan Kiem,PNJ,5719,2023-01-03T14:29:07+00:00
7008fc51-ba8c-59c5-acea-05c2ebb89f12,Uniqlo Hoan Kiem,Uniqlo,5713,2023-09-10T14:29:07+00:00
76e9a9c9-e095-5aeb-aa42-9f70cae646a3,Saigon Water Website,Saigon Water,4812,2024-11-14T14:29:07+00:00
7c93a343-170b-56cf-81fe-ddabaa38bf11,Guardian Binh Thanh,Guardian,7230,2022-05-22T14:29:07+00:00
d1cb3b99-1064-5fdf-9eaf-98f562892262,The Gioi Di Dong Online,The Gioi Di Dong,5045,2024-12-10T14:29:07+00:00
7361073f-50be-5ff9-80b9-88c024a2bfca,GO! Market Aeon Mall,GO! Market,5300,2021-05-24T14:29:07+00:00
367c15b1-4ae3-5eda-9073-93926eea0cd4,Medlatec Cau Giay,Medlatec,8099,2025-04-18T14:29:07+00:00
151bf197-c342-5720-9948-84c70e55d2f7,H&M District 3,H&M,5331,2023-06-28T14:29:07+00:00
0ae7fbcf-75bc-5d7d-a73c-e43073e36099,Vietnam Airlines Airport,Vietnam Airlines,3052,2022-12-08T14:29:07+00:00
b90d9785-9687-51fb-86a7-cfd7d732d5d6,Muong Thanh Hotel Airport,Muong Thanh Hotel,3768,2024-08-30T14:29:07+00:00
110b1a45-175b-54bb-8c7e-c7d56f23aadb,Lotte Mart District 7,Lotte Mart,5499,2024-08-26T14:29:07+00:00
e6661345-d466-5414-a0a8-3dfc6f13f9e9,Nguyen Kim Da Nang Center,Nguyen Kim,7531,2026-05-07T14:29:07+00:00
d7c46576-562c-5416-a046-aaed29a655ab,Pharmacity District 7,Pharmacity,8743,2025-12-17T14:29:07+00:00
8ca5237d-7cea-51d0-b902-4e9db67726d2,MoMo Vincom,MoMo,3100,2026-02-02T14:29:07+00:00
8b3b2847-3dd9-5026-bb70-dbe7d6fc4918,Bach Hoa Xanh Airport,Bach Hoa Xanh,5300,2023-10-30T14:29:07+00:00
cd140dfa-feba-5823-8676-a9ccc74953c9,Hasaki Tan Binh,Hasaki,5977,2021-01-13T14:29:07+00:00
6b538e80-2056-57b7-aa1f-ab494fa35268,Apollo English District 1,Apollo English,8249,2023-08-02T14:29:07+00:00
bf7f3e5c-75d7-50a0-92c2-4756a95b9b29,Sendo MoMo,Sendo,5441,2024-09-24T14:29:07+00:00
69e2f075-246b-5304-b40a-379d7bd5b7e2,ILA Vietnam Can Tho,ILA Vietnam,7911,2025-12-24T14:29:07+00:00
99d7bb0b-4395-5548-9775-a7e1f9f7b7a6,Saigontourist Vincom,Saigontourist,3762,2022-01-29T14:29:07+00:00
63384e99-0551-59b2-8bee-424acb90772d,Pizza 4P's Binh Thanh,Pizza 4P's,5814,2024-06-24T14:29:07+00:00
07205858-1d3c-59ae-8e1e-65d4d097cea3,The Coffee House Binh Thanh,The Coffee House,5814,2025-12-27T14:29:07+00:00
c1b6a1c6-8a0d-5363-9450-216fc7c2999c,Guardian Tan Binh,Guardian,7298,2025-05-06T14:29:07+00:00
a685d7b5-ddae-5a72-8b43-bb02a599c0b6,MobiFone App,MobiFone,4899,2021-01-29T14:29:07+00:00
bf3084f5-c9a4-5714-813d-a86a24e582b4,Spotify MoMo,Spotify,4816,2023-11-23T14:29:07+00:00
bd6e0038-ee50-5bc5-93c3-bc516a0676f5,Sendo Website,Sendo,5733,2021-01-18T14:29:07+00:00
3e304759-21bf-5bb6-99a5-ff849d210778,The Coffee House District 1,The Coffee House,5812,2022-06-01T14:29:07+00:00
dcad101a-c296-5dca-bdef-67608a718d74,The Face Shop Binh Thanh,The Face Shop,7230,2021-08-29T14:29:07+00:00
259530a2-9765-522c-88be-0df11ebde37b,Pharmacity District 3,Pharmacity,8743,2023-10-17T14:29:07+00:00
ea27463e-5fc1-54b6-9809-5b7082b19a0f,Lotte Cinema Airport,Lotte Cinema,5655,2024-07-22T14:29:07+00:00
a1370fa1-3030-5532-a21f-41d50b34aec5,Nguyen Kim Binh Thanh,Nguyen Kim,5211,2025-09-25T14:29:07+00:00
a5f4721a-caf8-5c29-87eb-8e56dcf665c3,Highlands Coffee Thu Duc,Highlands Coffee,5813,2025-02-23T14:29:07+00:00
24d88b46-965c-5f93-bc6b-218f5559d003,Spotify VNPay,Spotify,5045,2025-12-18T14:29:07+00:00
f3a5e668-8e7b-5c9c-8e70-edeb55b7fac4,Apollo English Lotte Mall,Apollo English,5942,2025-07-08T14:29:07+00:00
a3be67ef-9937-5458-bff1-a0c96bbb4a37,Medlatec Cau Giay,Medlatec,5047,2025-05-05T14:29:07+00:00
1bca2706-98eb-5f15-a509-c20891cea2ef,Vincom Retail Can Tho,Vincom Retail,5972,2021-10-13T14:29:07+00:00
0da5b369-22fd-5f35-90d5-8a96ff8284d6,Sendo Website,Sendo,5661,2022-02-09T14:29:07+00:00
ae2dbfb0-f258-5321-b06e-1bf9ccbe5067,CellphoneS MoMo,CellphoneS,7379,2025-04-12T14:29:07+00:00
3a0c669b-8b31-5231-a8b0-b7b1c7196bb3,Uniqlo Binh Thanh,Uniqlo,5691,2024-01-20T14:29:07+00:00
f1397605-6666-53ff-ae0d-1263bbfb2525,Uniqlo Hoan Kiem,Uniqlo,5691,2024-03-09T14:29:07+00:00
9db26a43-23ca-5623-9a14-49611b378826,Lazada Payoo,Lazada,7538,2022-12-03T14:29:07+00:00
2107591b-6778-5d8e-94f1-8c3d8ed554af,Vincom Retail Nha Trang Center,Vincom Retail,5137,2024-05-19T14:29:07+00:00
1f2b4248-8d1b-5951-84c0-7be2136ec743,Com Tam Cali Can Tho,Com Tam Cali,5813,2021-12-06T14:29:07+00:00
7e1b8d4a-da88-5934-afc2-f273096f2d8b,CGV Cinemas Nha Trang Center,CGV Cinemas,5655,2024-03-03T14:29:07+00:00
b9192978-8fd3-59dd-8b59-d2f97a791517,Pho 24 Hai Ba Trung,Pho 24,5813,2025-08-08T14:29:07+00:00
4993f1c8-63ef-5547-9b6c-a6395c175875,Pizza 4P's Can Tho,Pizza 4P's,5814,2024-02-18T14:29:07+00:00
ede95d0d-a914-5d28-8ced-5ef16b9314eb,Canifa Hai Ba Trung,Canifa,5719,2023-04-03T14:29:07+00:00
cf10ab0a-9916-591b-83e2-19c0dd9a43c6,CGV Cinemas Can Tho,CGV Cinemas,7833,2026-03-30T14:29:07+00:00
bd382f9f-032d-5750-bf01-7a97c8b78d73,Sendo VNPay,Sendo,7296,2026-03-22T14:29:07+00:00
e130e0dc-6a7d-5a86-bee5-d7dee890d55b,The Face Shop Vincom,The Face Shop,7298,2022-05-01T14:29:07+00:00
7d36f0c0-5dfd-55b1-8025-56a8f282b8f6,Saigontourist Lotte Mall,Saigontourist,3644,2022-05-01T14:29:07+00:00
c94944cb-52ac-507a-8bae-749908eac1ca,EVN Website,EVN,4899,2021-05-21T14:29:07+00:00
23b4bbc9-30ee-5525-bc76-acb1c7bfbf99,Galaxy Cinema Tan Binh,Galaxy Cinema,7802,2021-09-26T14:29:07+00:00
42c21d53-70ec-54a2-be5c-c43554c40a72,Pizza 4P's Da Nang Center,Pizza 4P's,5813,2022-08-31T14:29:07+00:00
7c37310f-9404-5651-a6c4-8f0bc717a5d9,Apollo English Thu Duc,Apollo English,8931,2025-12-15T14:29:07+00:00
dd583eb1-918b-5478-9f32-7a52125049ce,Seoul Spa Hoan Kiem,Seoul Spa,7298,2021-07-27T14:29:07+00:00
be34324a-0070-5e4f-9f07-0ece839279ef,Lotte Mart Hai Ba Trung,Lotte Mart,5411,2022-05-04T14:29:07+00:00
a8600ace-bbcf-57b6-9a8a-3c1fb3c1fcb7,Seoul Spa Lotte Mall,Seoul Spa,7230,2021-05-26T14:29:07+00:00
2f4948bb-2f98-5812-b56d-043c769140b6,Medlatec District 7,Medlatec,5912,2022-05-05T14:29:07+00:00
d2dcde22-802d-5614-9437-85573d11e5ce,ILA Vietnam Nha Trang Center,ILA Vietnam,8931,2022-10-25T14:29:07+00:00
54cdef4a-17ab-5093-ba55-34289fff2245,PNC Bookstore Can Tho,PNC Bookstore,8244,2026-02-03T14:29:07+00:00
176f9b96-6506-5865-8c2c-fa7b9cbcc605,Topica Da Nang Center,Topica,8931,2022-09-21T14:29:07+00:00
04597a64-9c6c-5255-a529-864a33b5f043,Lotte Cinema Da Nang Center,Lotte Cinema,7941,2024-05-12T14:29:07+00:00
48ee34e6-c31e-52ae-8f12-0a3d38b384e7,Guardian Vincom,Guardian,7298,2022-02-12T14:29:07+00:00
be3442c1-3512-5966-84c5-e8e621145426,BusMap District 3,BusMap,4121,2024-09-03T14:29:07+00:00
22901f48-38eb-58af-8d30-014c25e8e71f,PNJ District 3,PNJ,5231,2024-12-16T14:29:07+00:00
2685eb2f-96e6-54cf-a40e-66a040c36402,PNC Bookstore Thu Duc,PNC Bookstore,7995,2024-09-02T14:29:07+00:00
f414b9e0-6b33-55eb-889e-8917f331d7b1,Sendo MoMo,Sendo,7251,2021-08-31T14:29:07+00:00
17c08a27-fd57-5ec6-8a49-49e5f9298ec2,Vinasun Taxi District 3,Vinasun Taxi,4111,2024-05-26T14:29:07+00:00
bc8503a5-8294-5fe1-a6dd-2b2394252a00,Be Cau Giay,Be,4789,2023-01-15T14:29:07+00:00
1f9b55c8-a3d4-544a-baff-d2c0beb9901d,Grab Cau Giay,Grab,3221,2022-04-14T14:29:07+00:00
d5a49bad-f091-5f6f-ba0a-911e43cb9134,FPT Shop VNPay,FPT Shop,5045,2023-01-11T14:29:07+00:00
44127eb7-f50e-5e24-9634-dea4d35512e8,ILA Vietnam Vincom,ILA Vietnam,8299,2021-09-13T14:29:07+00:00
813c0568-e93c-54c2-a06c-5b69504aef12,Highlands Coffee Hoan Kiem,Highlands Coffee,5813,2023-01-14T14:29:07+00:00
fa62186a-07a4-5296-bef9-507e8a840bac,Be District 3,Be,4131,2022-06-19T14:29:07+00:00
acc90c73-158d-55f3-b9b1-74735e90f754,Viettel Telecom App,Viettel Telecom,4814,2022-11-02T14:29:07+00:00
85dcad96-946b-5c9c-9d80-c1300053a687,Pharmacity Binh Thanh,Pharmacity,8734,2023-12-31T14:29:07+00:00
a4611406-f680-542e-8f9f-4eb912ad028d,Topica Nha Trang Center,Topica,8249,2024-05-08T14:29:07+00:00
0347c877-17d3-50d0-9252-41f5d7bc6e05,Payoo District 3,Payoo,3519,2023-10-06T14:29:07+00:00
292da5e8-7268-55ac-8f17-843b1fbe1771,Guardian Tan Binh,Guardian,7298,2022-02-21T14:29:07+00:00
3894f1a7-ee43-5f11-b853-c621dad0ecd2,Pho 24 Lotte Mall,Pho 24,5812,2022-06-07T14:29:07+00:00
73c67434-a19c-568b-9845-b3d33b6e4dc1,Muong Thanh Hotel Hai Ba Trung,Muong Thanh Hotel,3010,2024-09-15T14:29:07+00:00
ccc26647-b8a3-507e-bf90-597ee8adeb50,ILA Vietnam Can Tho,ILA Vietnam,8220,2025-09-29T14:29:07+00:00
cf81f4da-0607-52c9-948c-5b0c098f5ad0,Lotte Mart Aeon Mall,Lotte Mart,5499,2022-11-01T14:29:07+00:00
f610c96f-2694-5cbd-8b3e-8dfac2c5b9db,WinMart Hai Ba Trung,WinMart,5499,2025-02-04T14:29:07+00:00
0d625c8d-3dd9-56a0-8c0b-dc29a0bbc115,Pizza 4P's Cau Giay,Pizza 4P's,5813,2022-09-22T14:29:07+00:00
15aed11a-3d4c-57d1-b0a6-bd232608fde8,Guardian Hai Ba Trung,Guardian,7298,2021-01-28T14:29:07+00:00
c2a65425-aecd-5262-b4d6-92945150abab,Pho 24 Vincom,Pho 24,5812,2023-08-07T14:29:07+00:00
65feb8ad-936e-572d-ac83-427246a05c6e,Apollo English Aeon Mall,Apollo English,7995,2025-11-19T14:29:07+00:00
3fd388e4-18e4-5db5-97d4-701577f6a8be,Watsons Thu Duc,Watsons,7230,2020-12-26T14:29:07+00:00
dc637bc7-f0d1-58fa-8426-5fe2ea45e7d6,Spotify VNPay,Spotify,5816,2021-11-10T14:29:07+00:00
260a222e-586b-5e4e-bf93-ec0c748d0f39,Grab Binh Thanh,Grab,4121,2021-01-03T14:29:07+00:00
0558b9f6-7806-5dca-861c-53424899d628,MobiFone VNPay,MobiFone,4899,2021-06-14T14:29:07+00:00
00f159f1-1c1f-5f6e-bedf-ad3d65386c6e,Topica Thu Duc,Topica,5192,2021-03-22T14:29:07+00:00
3c6c31b2-789f-5148-aa70-e79b1fb4578e,Sendo App,Sendo,5973,2025-06-11T14:29:07+00:00
5b9858db-8ae1-52ce-af8d-9e8a1e4bf5a2,Bamboo Airways Da Nang Center,Bamboo Airways,3799,2022-08-06T14:29:07+00:00
4685ded1-9563-571a-969a-5f9af5ff790f,Topica District 7,Topica,5192,2021-07-08T14:29:07+00:00
0352b926-0e2a-5d74-a835-aa796e600f27,GO! Market Tan Binh,GO! Market,5499,2023-02-04T14:29:07+00:00
83dc5f66-25ca-5880-b2b1-e1673c82f8bd,Bach Hoa Xanh District 7,Bach Hoa Xanh,5499,2025-12-14T14:29:07+00:00
56339ad8-63c9-5011-b5f3-e0fa3468042d,Highlands Coffee Can Tho,Highlands Coffee,5814,2025-12-26T14:29:07+00:00
b372ebc0-5e3d-5615-9d56-3cd324542477,Payoo Lotte Mall,Payoo,4119,2024-01-12T14:29:07+00:00
979e4e56-c843-59bd-9ade-5f206450343a,Guardian Vincom,Guardian,5977,2024-12-12T14:29:07+00:00
e488303e-e9a6-5746-ac2a-a24a5804d1b8,Lazada MoMo,Lazada,4816,2025-01-15T14:29:07+00:00
